id,title,price,link,categories,description,rating,weight,image,stock_status
21380,Kunafa Chocolate Bar,11.0,https://www.alrifai.com/shop/kunafa-chocolate-bar/,"All, Chocolate","Introducing #RifaiÃ¢ÂÂs very own Dubai chocolate, crafted with our signature premium pistachios and exquisite chocolate. Pure indulgence in every Kunafa bar!
This decadent treat brings together the irresistible crunch of golden kunafa strands, the rich creaminess of luxurious chocolate, and the nutty perfection of premium pistachios. A modern twist on a Middle Eastern classic, our Kunafa Bar is the ultimate fusion of tradition and indulgenceÃ¢ÂÂperfect for gifting or savoring as a special treat.
Weight: 190g",NaN,0.25 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2024/12/Kunafa-Bar-scaled.jpg?fit=700%2C597&ssl=1,In stock
17994,Lebanese Baklava Ã¢ÂÂ Oriental Sweets,20.0,https://www.alrifai.com/shop/lebanese-baklava-oriental-sweets-black-edition/,"All, Gifts, Oriental Sweets","A unique RIFAI recipe for a rich, sweet dessert pastry made of layers of filo filled with premium chopped nuts and sweetened and held together with honey.
SOLD IN: Sealed Carton 800g (28.2 Oz) or 400g (14.1 Oz)
ALLERGEN NOTICE: Nuts, gluten, Eggs.",NaN,"800g, 28.2 Oz, 400g, 14.1 Oz",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Lebanese-Baklava-Oriental-Sweets-Black-Edition.jpg?fit=700%2C700&ssl=1,In stock
17775,Kamar El Dine Ã¢ÂÂ Apricot Paste Low Sugar,11.0,https://www.alrifai.com/shop/kamar-el-dine-apricot-paste-low-sugar/,"All, All Fruits, Fruit Paste","Apricots, sugar, water, glucose and olive oil all mixed together and brought to a boil then dried into a thick paste. A unique take from RIFAI on this oriental confection.
SOLD IN: Pack of 460g (1lb)",NaN,0.5 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Kamar-el-dine-light.jpg?fit=700%2C700&ssl=1,In stock
17783,Macadamias Raw,18.0,https://www.alrifai.com/shop/macadamias-raw/,"All, Macadamias, Nuts & Kernels, Nuts & Seeds, Raw Nuts & Seeds","Rifai Macadamias Raw are hand-picked from the farms of Australia. They are a true nut loverÃ¢ÂÂs delight! The flavorful and creamy taste is incomparable.
SOLD IN: Vacuum Plastic Tray 260g
ALLERGEN NOTICE: Nuts.",NaN,0.26 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/RawMacadamias_0fded5ef-6c09-4e98-b292-9129e84e2b6b.jpg?fit=700%2C700&ssl=1,In stock
17997,Macadamias Salted,34.5,https://www.alrifai.com/shop/macadamias-salted/,"All, Macadamias, Nuts & Kernels, Nuts & Seeds","Premium jumbo size macadamias dry roasted without any fats or oil then seasoned with sea salt. A premium Treat!
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
High in Magnesium and copper
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",4.89,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Macadamia-Salted_AH__0616.jpg?fit=700%2C700&ssl=1,In stock
19171,Magnetic Box With 7 Delicacies,43.0,https://www.alrifai.com/shop/magnetic-box-with-13-delicacies/,"All, Gifts, Holiday Selection","Ingredients in variable proportions: Raw Pistachio Peeled, Raw Almonds, Raw Cashew, Raw Pecan Kernels, Apricot Rolls, Malban Mix, Dates with Nuts Assorted, Bitter Orange Dark Chocolate, Premium Fruity Mix & Gojiberry.
Weight: 1130g
Sold in a Box
Allergen: nuts, Milk.",NaN,1.5 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/12/Rifai_Christmas-Collection_Website_0005_Layer-4.jpg?fit=700%2C700&ssl=1,SOLD OUT
17777,Lebanese Organic Pine Nuts Extra 300g,24.0,https://www.alrifai.com/shop/lebanese-organic-pine-nuts-extra/,"All, Nuts & Kernels, Raw Nuts & Seeds","Grown primarily in the forests of Metn and Jezzine, Lebanese pine nuts, fruity and buttery on the tongue, are considered superior in quality to other less expensive varieties, such as the Chinese, Turkish and Pakistani ones.
SOLD IN:  Vacuum Plastic Tray 300g (0.66lb)
ALLERGEN NOTICE: Nuts.",NaN,0.35 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Raw-Pine-Kernel_AH__0706.jpg?fit=700%2C700&ssl=1,In stock
17996,Macadamias Cheese,34.5,https://www.alrifai.com/shop/macadamias-cheese/,"All, Flavored Nuts, Macadamias, Nuts & Kernels, Nuts & Seeds","Premium jumbo size macadamias. Our signature cheese macadamias are dry roasted without any fats or oil then seasoned with a truly unique cheese flavor. A premium Treat!
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
High in Magnesium and copper
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, milk.",4.85,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Macadamia-Cheese_AH__0615.jpg?fit=700%2C700&ssl=1,In stock
18002,Malban Mix,12.0,https://www.alrifai.com/shop/malban-mix/,"All, Confectionery, Malban & Nougat","An Assortment of Malban and Nougat. Malban resembles fruit jelly, except it is traditionally made with grape molasses, thickened with starch and flavored with rose water, mastic or orange blossom and stuffed with almonds or other nuts.
Our collection has many variants. Available in Extra and Regular. The extra has more flavors and cut in smaller sizes.
Each Piece is individually wrapped for freshness. Average weight per piece is around 20g
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",4.75,"20g, 1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Lebanese-Sweets-SK-1Kg_AH__1326.jpg?fit=700%2C700&ssl=1,In stock
18000,Malban Creme Mastique,12.5,https://www.alrifai.com/shop/malban-creme-mastique/,"All, Confectionery, Malban & Nougat","A combination of malban and white nougat covered with dice pistachios and naturally flavored with mastic gum.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Malban-Creme-Mastique_AH__0805.jpg?fit=700%2C700&ssl=1,In stock
17784,Malban & Nougat Crave,32.0,https://www.alrifai.com/shop/malban-nougat-crave/,"All, Confectionery, Gifts","Our Malban & Nougat Crave consists of Nougat Pistachios, Nougat Almonds, Creme Mastic, Malban Pistachios, Apricot Nougat, and Apricot Malban
SOLD IN: Cardboard Box 1.1 kg
ALLERGEN NOTICE: Nuts, milk.",4.2,1.34 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/mixmalbanbigbox2-scaled.jpg?fit=700%2C700&ssl=1,In stock
18003,Malban Moghli,12.5,https://www.alrifai.com/shop/malban-moghli/,"All, Confectionery, Malban & Nougat","A confection made of starch and sugar and flavored with Moghli a mix of spices and covered with coconut shaves and topped with almonds.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",4.83,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Malban-Moghli_AH__0836.jpg?fit=700%2C700&ssl=1,In stock
20129,Malban Mix Gift Box,21.0,https://www.alrifai.com/shop/malban-mix-gift-box/,"All, Confectionery, Gifts","A gift set of delectable traditional confectionaries. We have selected for this box a combination of the following items:
Malban, Nougat Apricot with Pistachios
Malban  CrÃÂ¨me Mastique
Nougat Pistachios
Nougat Apricot
Malban Sesame with Pistachios
Malban Mlouki (apricot & pistachios covered with powdered sugar)
Malban with Pistachios
Malban & Apricot with Pistachios
NET WEIGHT: 646g",NaN,0.8 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/06/Lebanese-Sweets-SA_AH__1040.jpg?fit=700%2C467&ssl=1,In stock
18007,Malban Pistachios Rocks,17.0,https://www.alrifai.com/shop/malban-pistachios-rocks/,"All, Confectionery, Malban & Nougat","Rifai Malban Pistachios Rocks are a sweet confection made from pistachios roasted and raw covered with a malban.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, eggs, milk.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Malban-Pistachios-Rocks_AH__0829.jpg?fit=700%2C700&ssl=1,In stock
18006,Malban Pistachios Loukoum,17.0,https://www.alrifai.com/shop/malban-pistachios-loukoum/,"All, Confectionery, Malban & Nougat","Rifai Malban Pistachios Loukoum are a roll made of Malban, a sweet confection made from molasses, sugar and different spices; It is then covered with full pistachios dusted with sugar.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Malban-Pistachios-with-Loukoum_AH__0834.jpg?fit=700%2C700&ssl=1,In stock
18004,Malban Pistachios & Sesame,12.5,https://www.alrifai.com/shop/malban-pistachios-sesame/,"All, Confectionery, Malban & Nougat","Malban is a sweet chewy confection made from starch and syrup of mastic then filled with pistachios dices and topped with a layer of Sesame seeds
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Malban-Pistachios-Sesame_AH__0821.jpg?fit=700%2C700&ssl=1,In stock
18009,Malban Round Pistachios,12.5,https://www.alrifai.com/shop/malban-round-pistachios/,"All, Confectionery, Malban & Nougat","A classic treat made of starch and mastic syrup filled with grilled pistachios rolled and cut into cylinder shape and wrapped individually.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Malban-Round-Pistachios_AH__0807.jpg?fit=700%2C700&ssl=1,In stock
18010,Malban with Apricot & Pistachios,12.5,https://www.alrifai.com/shop/malban-with-apricot-pistachios/,"All, Confectionery, Malban & Nougat","A chewy core of starch and mastic syrup filled with chopped pistachios nuts and layered from top and bottom with a sour apricot paste.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",4.73,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Malban-with-Apricot-Pistachios_AH__0802.jpg?fit=700%2C700&ssl=1,In stock
17785,Mangoes Slices 280g,10.0,https://www.alrifai.com/shop/mangoes-slices/,"All, All Fruits, Dried Fruits, Healthy Mixes & Dried Fruits","Delicately dried to perfection, these succulent mango treats are sure to leave an explosion of sweetness across your taste buds, and with an understanding why mango is the most favored of all tropical fruits.
SOLD IN: Plastic Tray 280g (0.61lb)
ALLERGEN NOTICE: Sulfites.",5.0,0.33 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Dry-Mango-Slices_AH__0948.jpg?fit=700%2C700&ssl=1,In stock
18017,Marzipan Mini,12.0,https://www.alrifai.com/shop/marzipan-mini/,"All, Confectionery, Marzipan","Rifai unique Marzipan are based on a recipe since 1948, baked to a golden color and stuffed with RIFAI Pistachios.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",4.7,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/marzipanfingerswithpistachio.jpg?fit=472%2C472&ssl=1,In stock
18011,Man Wa Salwa,12.0,https://www.alrifai.com/shop/man-wa-salwa/,"All, Confectionery","A delicacy provided for the Israelites during their travels in the desert during the forty-year period following the Exodus and prior to the conquest of Canaan
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mann-wa-Salwa_AH__0868.jpg?fit=700%2C700&ssl=1,In stock
17789,Mega Omega,4.5,https://www.alrifai.com/shop/mega-omega/,"All, Healthy Mixes & Dried Fruits, Jars","Rifai Mega Omega is a combo mix of raw pecans, raw almonds, dried mangoes, cranberries, raw pumpkin seeds, organic raw brazil nuts, and dried figs (in variable proportions). The mix is almost a meal replacement if you are an active person.
SOLD IN: Vacuum Jar 140g (0.3lb)
ALLERGEN NOTICE: Nuts, soy.",NaN,0.19 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Mega-Omega-Mix_1_AH__1142.jpg?fit=700%2C700&ssl=1,In stock
18019,Medium Roasted Decaf Coffee Beans,8.5,https://www.alrifai.com/shop/medium-roasted-decaf-coffee-beans/,"All, Coffee","Rifai Medium Roasted Brazilian Whole Beans Decaf is intense with a rich, deep flavor and notes of caramel.
SOLD IN: 1Kg  and 500g Bulk",NaN,"1Kg, 500g",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Coffee-roasted-bean-Medium_AH__1248.jpg?fit=700%2C700&ssl=1,SOLD OUT
18022,Milk Chocolate Almonds,29.0,https://www.alrifai.com/shop/milk-chocolate-almonds-2/,"All, Almonds, Chocolate, Christmas Collection, Confectionery, Gifts","Young & freshly roasted almonds covered with a rich and smooth milk chocolate. Less is more with our simple two components take on a classic treat. To share with friends or as a gift. Chocolate says IÃ¢ÂÂm sorry so much better than words.
SOLD IN: Cardboard Box 500g (1.1lb)",NaN,"500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Rocher-Almond-Milk_AH__1057.jpg?fit=700%2C700&ssl=1,In stock
18021,Melon Seeds Roasted & Unsalted,7.0,https://www.alrifai.com/shop/melon-seeds-roasted-unsalted/,"All, Nuts & Kernels, Nuts & Seeds, Seeds","Carefully selected melon seeds of premium quality; dry roasted without salt and any additives or artificial preservatives.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: None.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Seeds-Asfouri-Unsalted_AH__0577.jpg?fit=700%2C700&ssl=1,In stock
17790,Milk Chocolate Dessert 250g,6.0,https://www.alrifai.com/shop/milk-chocolate-dessert-250g/,"All, Confectionery","A rich chocolate milk bar versatile in use for cooking, melting or even enjoy in chuncks with your coffee or a snack.
SOLD: Bar 250g
ALLERGEN NOTICE: Milk and Soy",NaN,250 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Milk-Choc-Bar-_76.jpg?fit=700%2C700&ssl=1,In stock
17791,Milk Chocolate Hazelnut Bar 100g,6.0,https://www.alrifai.com/shop/milk-chocolate-hazelnut-bar-100g/,"All, Confectionery","Slow roasted whole unsalted hazelnuts covered with milk chocolate and vanilla.
SOLD: Bar 100g
ALLERGEN NOTICE: Milk, Nuts and Soy.",NaN,120 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/SouchetMilkChocolateBarHazelnut100g_AH__1166.jpg?fit=700%2C700&ssl=1,In stock
18024,Milk Chocolate Hazelnuts,29.0,https://www.alrifai.com/shop/milk-chocolate-hazelnuts-2/,"All, Chocolate, Confectionery, Gifts, Hazelnuts","Young & freshly roasted whole hazelnuts coated with a rich smooth milk chocolate. Less is more with our simple two components take on a classic treat. To share with friends or as a gift. Enjoy over a late afternoon with a coffee or tea.
SOLD IN: Cardboard Box 500g (1.1lb)",NaN,"500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Rocher-Hazelnut-Milk_AH__1056.jpg?fit=700%2C700&ssl=1,In stock
18029,Mix Diet,18.5,https://www.alrifai.com/shop/mix-diet/,"All, Fresh Mixes From the Nut Warmer","Carefully selected Pistachios, Cashews and Almonds and dry roasted without salt or any other additives. Pure earthy and nutty goodness.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts
 ",4.69,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Kernels-Extra-Unsalted_AH__0684.jpg?fit=700%2C700&ssl=1,In stock
18027,Mix Assorted,8.5,https://www.alrifai.com/shop/mix-assorted/,"All, Fresh Mixes From the Nut Warmer","More Nuts, Less Kernels. A blend on a budget rich with premium nuts dry roasted to perfection with unique aromas. The mix contains in variable proportions Pistachios (Ashoury Salted, Ashoury Half Salted), Cashews (Salted), Almonds (American Salted, Spanish Half Salted, Krikri), Hazelnuts (Peeled Half Salted), Peanuts (Grilled with Skin, Krikri, Sesame, Salted and Krikri Cheese), Seeds (Pumpkin Half Salted), Chickpeas (Yellow, Hot, Krikri, White Half Salted and Salt Dusted) and Corn (Salted).
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, Peanuts, Milk, Gluten and Sesame Seeds.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Assorted-Nuts-20%EF%BF%BD-KRNL_AH__0676.jpg?fit=700%2C700&ssl=1,In stock
17794,Mix Exotic,4.5,https://www.alrifai.com/shop/mix-exotic/,"All, Fruits & Nuts Mixes","SOLD IN: Plastic Tray 200g (0.44lb)
ALLERGEN NOTICE: Sulfites.
INGREDIENTS: (in equal proportions) Banana Chips, Dried Coconuts, Raisins Black, Pineapple Cubes, Papaya Cubes.",5.0,0.250 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Jar-Exotic-Mix_AH__1134.jpg?fit=700%2C700&ssl=1,In stock
21023,Mini Mixed Cubes,21.0,https://www.alrifai.com/shop/mini-mixed-cubes/,"All, Chocolate, Christmas Collection","Introducing our delightful selection of mini chocolate cubes, perfect for satisfying your sweet cravings:
Box 1: Features a delicious combination of milk and dark chocolate.
Box 2: Includes milk and dark chocolate, as well as refreshing mint and indulgent gianduja flavors.
Box 3: Offers a tantalizing assortment of milk and dark chocolate, along with sumptuous gianduja and rich coffee flavors.
Each box is sold in a convenient cardboard packaging, weighing 366g in total. Treat yourself or someone special to these delectable mini cubes and indulge in a world of chocolatey goodness!
Packed in: 350g Tray.
ALLERGEN NOTICE: Milk.",NaN,"366g, 350g",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2024/07/ChocolateMini-1_AH__1019.jpg?fit=700%2C467&ssl=1,In stock
18028,Mix Deluxe,10.0,https://www.alrifai.com/shop/mix-deluxe/,"All, Fresh Mixes From the Nut Warmer","More Nuts, less Kernels. A blend of premium nuts and kernels, dry roasted to perfection with unique aromas. The mix contains in variable proportions Pistachios (Ashoury Half Salted), Cashews (Salted), Almonds (American Salted, Spanish Half Salted and Krikri), Hazelnuts (Peeled Half Salted), Peanuts (Grilled with Skin, Krikri), Seeds (Pumpkin Half Salted), Chickpeas (Yellow, Hot, Krikri, White Half Salted) and Corn (Salted).
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, Peanuts and Gluten.
 ",4.82,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Deluxe_AH__0674.jpg?fit=700%2C700&ssl=1,In stock
18031,Mix Kernels,17.0,https://www.alrifai.com/shop/mix-kernels/,"All, Fresh Mixes From the Nut Warmer","A delectable blend of premium kernels, dry roasted to perfection to bring the best aromas. The mix contains in variable proportions Pistachios (Ashoury Half Salted, Ashoury Salted), Cashews (Sated, Krikri and Soy), Almonds (Spanish Half Salted, American Half Salted, Lemon, Hot, Krikri and Smoked), Hazelnuts (Peeled Salted).
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
Vegan Friendly
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, Gluten and Soy.",4.53,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Kernels_AH__0648.jpg?fit=700%2C700&ssl=1,In stock
21196,Mix Kernels (ÃÂ¨ÃÂ­ÃÂ¨ÃÂ ÃÂÃÂ§ ÃÂÃÂ¨ÃÂÃÂ§ÃÂ),12.0,https://www.alrifai.com/shop/mix-kernels-%d8%a8%d8%ad%d8%a8%d9%83-%d9%8a%d8%a7-%d9%84%d8%a8%d9%86%d8%a7%d9%86/,"All, Fresh Mixes From the Nut Warmer, Mixed Nuts","Mixed kernels with variable proportions of the following items Pistachios (kharouf grilled), Almonds (Salted, Smoked, Krikri and Half Salted), Cashews (Dry Roasted, Krikri) and Hazelnuts (Grilled).
GOOD FOR YOU:
No MSGs (glutamates)
Dry Roasted with no fats or oil added in the process
Vegan Friendly
SOLD IN: Bag 500g & 1 Kg
ALLERGEN NOTICE: Nuts, Gluten & Mustard.",NaN,"500g, 1 Kg",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2023/11/MixKernels_AH__0648_35d78a2f-c249-48fc-b714-5857dece1bc7.jpg?fit=700%2C700&ssl=1,In stock
18030,Mix Japanese,6.0,https://www.alrifai.com/shop/mix-japanese/,"All, Fresh Mixes From the Nut Warmer, Mixed Nuts, Nuts & Kernels","A classic take on crackers. Made with rice flour and soya our crackers are crunchy and full of flavors from seaweed.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Gluten.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Japanese-Mix_AH__0603.jpg?fit=700%2C700&ssl=1,In stock
18032,Mix Kernels Extra,18.5,https://www.alrifai.com/shop/mix-kernels-extra/,"All, Fresh Mixes From the Nut Warmer","A carefully selected blend of premium kernels, dry roasted to perfection with unique flavors. The mix contains in variable proportions Pistachios (Kharouf Grilled, Kharouf Salted, Hot and Curry), Cashews (Truffles, Soy, Cheese, Salted and Chili), Almonds (American Half Salted, Spanish Half Salted, Lemon, Hot, Krikri and Smoked), Hazelnuts (Peeled Salted).
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, Milk, Gluten and Soy.",4.82,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Kernels-Extra_AH__0645.jpg?fit=700%2C700&ssl=1,In stock
18033,Mix Premium Fruity,7.0,https://www.alrifai.com/shop/mix-premium-fruity/,"All, Fruits & Nuts Mixes","Dried fruits and raw nuts are a perfect munchy moment snack. Our Mix Premium Fruity consist of Raisins (golden and black), Walnuts, Peanuts, Hazelnuts, Coconut Cubes, Pistachios, Cranberries, Goji Berries & Almonds.
Perfect for your morning breakfasts
SOLD IN: 275g (0.6lb) and 700g (1.5lb) Tray
ALLERGEN NOTICE: Nuts, Peanuts and Sulfites.
 ",5.0,"275g, 0.6lb, 700g, 1.5lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Premium-Fruity-Mix-Gojiberry_AH__0693.jpg?fit=700%2C700&ssl=1,In stock
18034,Mix Regular,6.0,https://www.alrifai.com/shop/mix-regular/,"All, Fresh Mixes From the Nut Warmer","100% Nuts. A blend on of just premium nuts dry roasted to perfection with unique aromas. The mix contains in variable proportions  Peanuts (Grilled with Skin, Krikri, Sesame and In-Shell Salted), Seeds (Pumpkin Half Salted) and Corn (Salted).
GOOD FOR YOU:
No MSGs (glutamates)
Dry Roasted with no fats or oil added in the process
Vegan Friendly
SOLD IN: Bulk 1kg (35 oz.) and 500g (16.2 oz)
ALLERGEN NOTICE: Peanuts, Gluten, Soy and Sesame Seeds.",4.75,"1kg, 35 oz, 500g, 16.2 oz",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Regular-Classic-Mix_AH__0681.jpg?fit=700%2C700&ssl=1,In stock
18035,Mix Super Deluxe,13.5,https://www.alrifai.com/shop/mix-super-deluxe/,"All, Fresh Mixes From the Nut Warmer","The most varied mix ever. If you are looking to try all the products we produce, this is your mix.  A blend of premium nuts and kernels, dry roasted to perfection with unique flavors. The mix contains in variable proportions Pistachios (Kharouf Grilled), Cashews (Cheese and Salted), Almonds (American Half Salted, Spanish Half Salted, Hot, Krikri and Smoked), Hazelnuts (Peeled Half Salted), Peanuts (Grilled with Skin, Krikri), Seeds (Pumpkin Half Salted), Chickpeas (Original Yellow, Hot, Krikri, White Half Salted) and Corn (Salted)
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, Milk, Gluten and Peanuts.",4.71,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Super-Deluxe_AH__0670.jpg?fit=700%2C700&ssl=1,In stock
18038,Nougat Flower Cubes,12.0,https://www.alrifai.com/shop/nougat-flower-cubes/,"All, Confectionery, Malban & Nougat","White nougat with chopped nuts filling and topped with a layer of Lebanese dried flower petals.
SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts.",NaN,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Nougat-Flower-Cubes_AH__0793.jpg?fit=700%2C700&ssl=1,In stock
18037,Nougat Apricot & Pistachios,12.0,https://www.alrifai.com/shop/nougat-apricot-pistachios/,"All, Confectionery, Malban & Nougat","SOLD IN: Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts, eggs and milk.",5.0,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Nougat-Apricot-Pistachios_AH__0800.jpg?fit=700%2C700&ssl=1,In stock
18036,Mix Super Deluxe Unsalted,13.5,https://www.alrifai.com/shop/mix-super-deluxe-unsalted/,"All, Fresh Mixes From the Nut Warmer","A blend of premium nuts and kernels, dry roasted to perfection. The mix contains in variable proportions Unsalted Pistachios (Kharouf Grilled), Unsalted Grilled Cashews, Unsalted Almonds, Unsalted Grilled Peanuts, Unsalted Pumpkin Seeds and Unsalted Yellow Chickpeas.
GOOD FOR YOU:
Dry Roasted with no fats or oil added in the process
No Salt
SOLD IN:ÃÂ Bulk 1kg (2.2lb) and 500g (1.1lb)
ALLERGEN NOTICE: Nuts & Peanuts.",4.73,"1kg, 2.2lb, 500g, 1.1lb",https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Mix-Super-Deluxe-Unsalted_AH__0690.jpg?fit=700%2C700&ssl=1,In stock
17803,Peanut Bar Sugar Free,0.5,https://www.alrifai.com/shop/peanut-bar-sugar-free/,"All, Nut Bars, Nut Spreads & Bars, Sugar Free Nut Bars","Premium hand picked Peanuts Dry Roasted without fats or oil and covered with a sugar free maltitol layer.
GOOD FOR YOU:
Sugar Free
Dry Roasted with no fats or oil added in the process
Vegan Friendly
SOLD IN: 40g Bar
ALLERGEN NOTICE: Nuts",NaN,0.04 kg,https://i0.wp.com/www.alrifai.com/wp-content/uploads/2022/07/Peanuts.jpg?fit=700%2C700&ssl=1,In stock
